PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinNum,Side,GroupId,GroupSize,TotalSpending,NoSpending,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
0001_01,0,B/0/P,0.7058823529411765,0,0.0,0.0,0.0,0.0,0.0,False,0,0,0001,1,-0.49687716863289383,1,True,False,False,True,True,False,False,False,False,False,False
0002_01,0,F/0/S,-0.17647058823529413,0,109.0,9.0,25.0,549.0,44.0,True,0,1,0002,1,0.013879250520471894,0,False,False,False,True,False,False,False,False,True,False,False
0003_01,0,A/0/S,1.8235294117647058,1,43.0,3576.0,0.0,6715.0,49.0,False,0,1,0003,2,6.70853573907009,0,True,False,False,True,False,False,False,False,False,False,False
0003_02,0,A/0/S,0.35294117647058826,0,0.0,1283.0,371.0,3329.0,193.0,False,0,1,0003,2,3.0950728660652325,0,True,False,False,True,False,False,False,False,False,False,False
0004_01,0,F/1/S,-0.6470588235294118,0,303.0,70.0,151.0,565.0,2.0,True,1,1,0004,1,0.260235947258848,0,False,False,False,True,False,False,False,False,True,False,False
0005_01,0,F/0/P,1.0,0,0.0,483.0,0.0,291.0,0.0,True,0,0,0005,1,0.040249826509368494,0,False,False,True,False,False,False,False,False,True,False,False
0006_01,0,F/2/S,-0.058823529411764705,0,42.0,1539.0,3.0,0.0,0.0,True,2,1,0006,2,0.6023594725884802,0,False,False,False,True,False,False,False,False,True,False,False
0006_02,1,G/0/S,0.058823529411764705,0,0.0,0.0,0.0,0.0,0.0,True,0,1,0006,2,-0.49687716863289383,1,False,False,False,True,False,False,False,False,False,True,False
0007_01,0,F/3/S,0.47058823529411764,0,0.0,785.0,17.0,216.0,0.0,True,3,1,0007,1,0.20957668285912562,0,False,False,False,True,False,False,False,False,True,False,False
0008_01,1,B/1/P,-0.7647058823529411,0,0.0,0.0,0.0,0.0,0.0,True,1,0,0008,3,-0.49687716863289383,1,True,False,False,False,True,False,False,False,False,False,False
0008_02,1,B/1/P,0.4117647058823529,0,0.0,0.0,0.0,0.0,0.0,True,1,0,0008,3,-0.49687716863289383,1,True,False,False,True,True,False,False,False,False,False,False
0008_03,0,B/1/P,1.0588235294117647,0,39.0,7295.0,589.0,110.0,124.0,True,1,0,0008,3,5.163775156141568,0,True,False,False,False,True,False,False,False,False,False,False
0009_01,0,F/1/P,0.29411764705882354,0,73.0,0.0,1123.0,0.0,113.0,True,1,0,0009,1,0.4115197779319917,0,False,True,False,True,False,False,False,False,True,False,False
0010_01,0,G/1/S,1.2352941176470589,0,719.0,1.0,65.0,0.0,24.0,False,1,1,0010,1,0.06453851492019431,0,False,False,False,True,False,False,False,False,False,True,False
0011_01,0,F/2/P,0.058823529411764705,0,8.0,974.0,12.0,2.0,7.0,True,2,0,0011,1,0.1991672449687717,0,False,False,False,True,False,False,False,False,True,False,False
0012_01,0,G/734/S,0.23529411764705882,0,32.0,0.0,876.0,0.0,0.0,False,734,1,0012,1,0.13324080499653018,0,False,False,False,True,False,False,False,False,False,True,False
0014_01,0,F/3/P,0.0,0,1286.0,122.0,0.0,0.0,0.0,False,3,0,0014,1,0.48022206800832756,0,False,True,False,False,False,False,False,False,True,False,False
0015_01,0,F/4/P,-0.17647058823529413,0,0.0,1.0,0.0,0.0,637.0,False,4,0,0015,1,-0.05412907702984039,0,False,False,False,False,False,False,False,False,True,False,False
0016_01,1,F/5/P,1.0588235294117647,0,0.0,0.0,0.0,0.0,0.0,True,5,0,0016,1,-0.49687716863289383,1,False,True,False,True,False,False,False,False,True,False,False
0017_01,0,G/0/P,-1.588235294117647,0,0.0,0.0,0.0,0.0,0.0,True,0,0,0017,2,-0.49687716863289383,1,False,False,False,True,False,False,False,False,False,True,False
0017_02,0,F/6/P,-0.7647058823529411,0,412.0,0.0,1.0,0.0,679.0,False,6,0,0017,2,0.2609299097848716,0,False,False,False,False,False,False,False,False,True,False,False
0020_01,1,E/0/S,-1.5294117647058822,0,0.0,0.0,0.0,0.0,0.0,False,0,1,0020,6,-0.49687716863289383,1,False,False,False,True,False,False,False,True,False,False,False
0020_02,1,E/0/S,1.2941176470588236,0,0.0,0.0,0.0,0.0,0.0,False,0,1,0020,6,-0.49687716863289383,1,False,False,False,False,False,False,False,True,False,False,False
0020_03,1,E/0/S,0.11764705882352941,0,0.0,0.0,0.0,0.0,0.0,False,0,1,0020,6,-0.49687716863289383,1,False,False,False,False,False,False,False,True,False,False,False
0020_04,0,E/0/S,-1.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1,0020,6,-0.49687716863289383,1,False,False,False,True,False,False,False,True,False,False,False
0020_05,1,E/0/S,-1.5294117647058822,0,0.0,0.0,0.0,0.0,0.0,False,0,1,0020,6,-0.49687716863289383,1,False,False,True,False,False,False,False,True,False,False,False
0020_06,0,E/0/S,-1.1764705882352942,0,0.0,0.0,0.0,0.0,0.0,False,0,1,0020,6,-0.49687716863289383,1,False,False,False,True,False,False,False,True,False,False,False
0022_01,0,D/0/P,-0.35294117647058826,0,980.0,2.0,69.0,0.0,0.0,False,0,0,0022,1,0.23247744621790423,0,False,True,False,True,False,False,True,False,False,False,False
0024_01,1,C/2/S,2.0588235294117645,0,0.0,0.0,0.0,0.0,0.0,True,2,1,0024,1,-0.49687716863289383,1,True,False,False,True,False,True,False,False,False,False,False
0025_01,0,F/6/S,-0.7058823529411765,0,0.0,225.0,0.0,998.0,0.0,False,6,1,0025,1,0.3518390006939625,0,False,False,False,True,False,False,False,False,True,False,False
0026_01,0,C/0/P,0.4117647058823529,0,22.0,6073.0,0.0,1438.0,328.0,False,0,0,0026,1,4.9583622484385845,0,True,False,False,False,False,True,False,False,False,False,False
0028_01,0,F/8/P,0.9411764705882353,0,1125.0,0.0,136.0,48.0,0.0,False,8,0,0028,1,0.4115197779319917,0,False,True,False,True,False,False,False,False,True,False,False
0030_01,0,G/4/S,0.29411764705882354,0,0.0,850.0,81.0,437.0,453.0,False,4,1,0030,1,0.7668285912560722,0,False,False,False,True,False,False,False,False,False,True,False
0031_01,0,F/9/P,1.1764705882352942,0,214.0,0.0,1411.0,0.0,1229.0,True,9,0,0031,3,1.4836918806384456,0,False,True,False,True,False,False,False,False,True,False,False
0031_02,0,F/9/P,-1.4705882352941178,0,0.0,0.0,0.0,0.0,0.0,True,9,0,0031,3,-0.49687716863289383,1,False,True,False,True,False,False,False,False,True,False,False
0031_03,0,F/9/P,-0.4117647058823529,0,0.0,0.0,1750.0,990.0,0.0,True,9,0,0031,3,1.4045801526717556,0,False,True,False,True,False,False,False,False,True,False,False
0034_01,1,D/1/S,0.058823529411764705,0,0.0,0.0,0.0,0.0,0.0,True,1,1,0034,1,-0.49687716863289383,1,True,False,False,False,False,False,True,False,False,False,False
0035_01,0,D/1/P,-0.23529411764705882,0,784.0,964.0,0.0,951.0,0.0,False,1,0,0035,1,1.3761276891047884,0,False,True,False,False,False,False,True,False,False,False,False
0036_01,0,F/8/S,-0.7058823529411765,0,0.0,492.0,48.0,20.0,401.0,False,8,1,0036,1,0.17002081887578072,0,False,False,False,False,False,False,False,False,True,False,False
0038_01,0,F/10/S,-0.4117647058823529,0,554.0,195.0,0.0,2606.0,0.0,False,10,1,0038,1,1.8313671061762664,0,False,False,False,False,False,False,False,False,True,False,False
0039_01,1,G/1/P,0.17647058823529413,0,0.0,0.0,0.0,0.0,0.0,False,1,0,0039,1,-0.49687716863289383,1,False,False,False,False,False,False,False,False,False,True,False
0041_01,1,G/2/P,-0.5882352941176471,0,0.0,0.0,0.0,0.0,0.0,True,2,0,0041,1,-0.49687716863289383,1,False,False,False,True,False,False,False,False,False,True,False
0043_01,0,B/3/P,1.0588235294117647,0,0.0,164.0,45.0,2511.0,855.0,False,3,0,0043,1,1.9840388619014573,0,True,False,False,True,True,False,False,False,False,False,False
0044_01,1,G/3/P,1.6470588235294117,0,0.0,0.0,0.0,0.0,0.0,False,3,0,0044,3,-0.49687716863289383,1,False,False,False,True,False,False,False,False,False,True,False
0044_02,1,G/3/P,-1.3529411764705883,0,0.0,0.0,0.0,0.0,0.0,True,3,0,0044,3,-0.49687716863289383,1,False,False,False,False,False,False,False,False,False,True,False
0044_03,1,G/3/P,-0.35294117647058826,0,0.0,0.0,0.0,0.0,0.0,True,3,0,0044,3,-0.49687716863289383,1,False,False,True,False,False,False,False,False,False,True,False
0045_01,0,F/10/P,-0.35294117647058826,0,970.0,0.0,180.0,0.0,64.0,False,10,0,0045,2,0.34559333795975017,0,False,True,False,True,False,False,False,False,True,False,False
0045_02,1,F/10/P,-0.47058823529411764,0,0.0,0.0,0.0,0.0,0.0,True,10,0,0045,2,-0.49687716863289383,1,False,True,False,True,False,False,False,False,True,False,False
0050_01,0,E/1/S,0.47058823529411764,0,790.0,0.0,0.0,0.0,0.0,False,1,1,0050,1,0.05135322692574601,0,False,False,False,False,False,False,False,True,False,False,False
0051_01,0,E/2/S,1.7058823529411764,0,0.0,112.0,0.0,1379.0,127.0,False,2,1,0051,1,0.6259541984732825,0,False,False,False,True,False,False,False,True,False,False,False
